case,event,completeTime
6791,a3,2013-06-06 22:48:00
6791,a1,2013-06-24 17:23:41
6791,a6,2013-05-09 08:03:54
6792,a9,2013-05-07 11:15:51
6792,a2,2013-05-14 01:47:45
6792,a4,2013-04-18 22:38:58
6792,a5,2013-06-24 06:45:04
6792,a9,2013-05-16 16:33:17
6792,a4,2013-05-07 02:27:22
6792,a1,2013-06-18 11:51:14
6792,a1,2013-06-27 18:56:10
6792,a8,2013-05-20 05:32:39
6792,a2,2013-07-07 19:06:01
6793,a1,2013-07-01 20:53:33
6793,a2,2013-06-22 04:58:52
6793,a1,2013-06-19 18:09:28
6793,a6,2013-06-16 08:42:15
6793,a1,2013-07-10 22:02:39
6793,a5,2013-05-17 11:36:26
6793,a4,2013-06-18 04:56:00
6793,a6,2013-06-01 22:32:49
6793,a8,2013-06-22 04:59:49
6793,a7,2013-06-19 22:47:03
6794,a4,2013-06-29 16:16:10
6794,a6,2013-06-28 17:31:36
6794,a6,2013-06-02 10:26:22
6794,a2,2013-04-21 20:07:38
6794,a5,2013-06-04 20:06:34
6794,a3,2013-06-03 06:29:11
6794,a5,2013-07-04 02:28:34
6794,a2,2013-06-10 18:10:22
6794,a3,2013-06-01 03:00:34
6794,a4,2013-06-03 05:09:01
6795,a8,2013-07-06 05:53:04
6795,a7,2013-07-05 18:17:57
6795,a9,2013-06-06 15:53:39
6795,a7,2013-06-15 18:26:22
6795,a8,2013-04-21 13:18:01
6795,a1,2013-07-06 19:45:07
6795,a4,2013-05-26 16:55:54
6795,a1,2013-04-17 22:16:56
6795,a8,2013-05-26 19:24:51
6795,a8,2013-05-06 16:56:49
6796,a5,2013-06-11 12:51:42
6796,a7,2013-05-15 15:38:17
6796,a6,2013-05-15 01:34:49
6796,a8,2013-07-06 06:47:32
6796,a7,2013-05-11 05:24:41
6796,a3,2013-06-18 08:00:13
6796,a4,2013-07-07 11:50:31
6796,a2,2013-05-22 18:20:20
6796,a6,2013-06-30 21:58:09
6796,a3,2013-07-17 09:17:24
6797,a8,2013-05-06 01:12:05
6797,a5,2013-05-12 16:48:32
6797,a9,2013-04-28 05:35:44
6797,a7,2013-07-03 22:51:50
6797,a9,2013-07-08 10:56:58
6797,a5,2013-06-02 03:24:37
6797,a4,2013-05-19 14:23:24
6797,a2,2013-06-18 00:19:02
6797,a1,2013-05-30 06:32:23
6797,a7,2013-07-07 08:57:16
6798,a1,2013-06-20 01:27:56
6798,a5,2013-07-04 12:57:19
6798,a3,2013-05-04 13:13:10
6798,a2,2013-07-12 02:14:26
6798,a8,2013-06-17 01:57:42
6798,a9,2013-05-18 06:32:54
6798,a3,2013-06-06 14:31:05
6798,a8,2013-07-16 09:00:06
6798,a5,2013-06-28 05:42:17
6798,a7,2013-04-26 07:01:42
6799,a5,2013-05-15 13:11:32
6799,a4,2013-07-08 05:18:49
6799,a3,2013-05-21 04:24:34
6799,a2,2013-06-30 19:43:51
6799,a3,2013-07-12 05:39:28
6799,a1,2013-06-19 20:14:26
6799,a9,2013-07-06 03:57:41
6799,a7,2013-04-30 13:34:43
6799,a2,2013-07-11 23:03:40
6799,a5,2013-06-16 09:07:12
6800,a1,2013-04-27 03:54:08
6800,a8,2013-06-15 00:01:22
6800,a8,2013-06-05 18:01:32
6800,a6,2013-05-19 08:37:16
6800,a7,2013-05-04 10:13:08
6800,a5,2013-07-09 20:06:01
6800,a3,2013-05-14 03:26:28
6800,a6,2013-04-25 22:28:28
6800,a5,2013-05-10 22:34:36
6800,a3,2013-05-03 18:20:48
6801,a8,2013-06-05 13:16:58
6801,a8,2013-06-10 09:51:05
6801,a8,2013-06-06 13:57:17
6801,a3,2013-05-27 02:39:20
6801,a6,2013-04-18 03:58:18
6801,a2,2013-06-29 14:26:56
6801,a3,2013-07-07 19:53:04
6801,a8,2013-06-18 22:38:41
6801,a5,2013-04-18 02:53:18
6801,a8,2013-06-18 07:44:57
6802,a1,2013-06-20 15:37:30
6802,a4,2013-06-17 18:23:33
6802,a1,2013-05-22 23:19:18
6802,a2,2013-05-01 00:25:50
6802,a1,2013-05-02 13:43:57
6802,a5,2013-06-13 00:57:56
6802,a4,2013-05-16 05:59:55
6802,a3,2013-06-18 20:39:24
6802,a4,2013-04-28 08:11:42
6802,a1,2013-06-28 22:27:58
6803,a8,2013-07-04 10:51:11
6803,a7,2013-06-21 22:43:17
6803,a6,2013-06-02 03:29:12
6803,a4,2013-06-23 07:15:54
6803,a8,2013-05-06 16:58:21
6803,a1,2013-04-16 10:33:00
6803,a4,2013-06-16 02:35:02
6803,a1,2013-05-13 17:51:27
6803,a6,2013-04-30 06:56:29
6803,a5,2013-07-03 07:40:01
6804,a7,2013-05-29 17:57:19
6804,a2,2013-05-13 02:45:06
6804,a1,2013-07-11 01:30:28
6804,a3,2013-06-06 19:10:39
6804,a1,2013-05-21 11:50:31
6804,a3,2013-06-15 07:41:41
6804,a2,2013-05-13 15:14:06
6804,a5,2013-05-06 00:14:45
6804,a2,2013-05-27 00:26:06
6804,a8,2013-07-02 09:13:47
6805,a9,2013-07-10 00:07:37
6805,a2,2013-06-08 04:28:14
6805,a8,2013-04-26 15:59:19
6805,a6,2013-04-21 13:01:33
6805,a5,2013-06-06 07:51:17
6805,a9,2013-04-23 08:11:39
6805,a9,2013-05-05 17:26:59
6805,a4,2013-05-27 18:55:20
6805,a4,2013-05-29 22:27:43
6805,a5,2013-06-18 15:42:47
6806,a6,2013-05-04 20:16:44
6806,a2,2013-04-17 10:23:55
6806,a2,2013-04-28 19:27:29
6806,a5,2013-05-11 09:09:28
6806,a5,2013-06-14 01:25:09
6806,a6,2013-05-10 18:26:18
6806,a5,2013-07-15 10:36:56
6806,a3,2013-04-27 23:44:07
6806,a1,2013-05-14 12:31:42
6806,a7,2013-05-25 17:41:33
6807,a6,2013-06-26 05:24:04
6807,a1,2013-06-20 07:25:21
6807,a1,2013-06-12 02:06:55
6807,a4,2013-07-14 08:13:48
6807,a7,2013-07-11 03:43:23
6807,a5,2013-04-24 22:54:46
6807,a9,2013-05-25 20:30:51
6807,a4,2013-07-14 16:15:33
6807,a2,2013-07-08 11:11:00
6807,a9,2013-05-16 07:56:06
6808,a4,2013-07-11 05:28:43
6808,a6,2013-05-09 22:13:15
6808,a5,2013-06-23 12:01:26
6808,a4,2013-06-01 01:02:56
6808,a7,2013-07-16 00:33:21
6808,a5,2013-04-18 04:52:53
6808,a9,2013-05-03 23:10:56
6808,a8,2013-05-29 23:27:36
6808,a4,2013-07-01 07:18:37
6808,a3,2013-06-14 06:15:56
6809,a7,2013-06-03 21:38:05
6809,a5,2013-05-21 21:42:49
6809,a4,2013-07-01 02:04:59
6809,a3,2013-04-27 10:50:29
6809,a7,2013-06-17 15:20:02
6809,a1,2013-05-30 08:22:26
6809,a1,2013-05-20 21:18:41
6809,a9,2013-05-20 12:49:08
6809,a4,2013-05-24 04:49:14
6809,a2,2013-07-11 13:46:25
6810,a7,2013-07-01 04:26:25
6810,a2,2013-07-15 07:34:08
6810,a9,2013-04-18 04:57:33
6810,a3,2013-07-05 02:05:00
6810,a6,2013-05-01 19:53:49
6810,a2,2013-06-21 16:18:36
6810,a8,2013-06-04 23:50:50
6810,a9,2013-06-11 05:57:33
6810,a5,2013-05-29 00:29:39
6810,a7,2013-04-27 00:10:12
6811,a3,2013-06-13 14:46:00
6811,a4,2013-05-04 04:25:26
6811,a6,2013-05-07 22:51:21
6811,a9,2013-05-02 21:59:15
6811,a3,2013-05-10 09:21:33
6811,a5,2013-07-01 12:57:53
6811,a9,2013-05-07 03:34:33
6811,a6,2013-06-22 11:25:23
6811,a4,2013-05-17 13:43:45
6811,a9,2013-04-20 18:55:58
6812,a9,2013-06-10 10:35:20
6812,a3,2013-06-22 15:33:58
6812,a2,2013-05-02 21:54:23
6812,a8,2013-06-09 22:04:27
6812,a6,2013-07-07 07:41:01
6812,a1,2013-04-29 05:25:53
6812,a7,2013-07-14 19:47:12
6812,a7,2013-06-05 21:09:06
6812,a6,2013-04-18 06:35:19
6812,a6,2013-07-13 17:25:58
6813,a5,2013-04-30 07:51:03
6813,a6,2013-06-20 06:30:15
6813,a9,2013-05-17 22:42:33
6813,a7,2013-05-19 02:34:36
6813,a7,2013-05-01 23:28:01
6813,a3,2013-04-21 10:17:41
6813,a1,2013-07-14 07:34:58
6813,a1,2013-05-14 22:11:34
6813,a4,2013-05-07 12:42:27
6813,a5,2013-05-05 19:12:44
6814,a1,2013-07-10 13:46:15
6814,a5,2013-06-16 23:11:17
6814,a5,2013-06-11 22:43:37
6814,a8,2013-06-07 08:24:34
6814,a6,2013-06-01 02:45:56
6814,a1,2013-06-23 13:45:19
6814,a5,2013-06-03 00:52:47
6814,a3,2013-06-18 18:59:34
6814,a1,2013-06-12 03:16:26
6814,a5,2013-06-07 02:13:26
6815,a1,2013-05-19 22:05:39
6815,a1,2013-06-23 00:59:24
6815,a7,2013-05-03 06:46:06
6815,a6,2013-04-18 06:30:22
6815,a9,2013-05-19 19:41:33
6815,a7,2013-06-11 10:36:00
6815,a5,2013-06-10 12:13:37
6815,a8,2013-05-20 07:47:22
6815,a1,2013-06-27 20:04:13
6815,a6,2013-07-15 02:58:56
6816,a6,2013-06-28 06:51:46
6816,a3,2013-04-26 02:58:28
6816,a9,2013-07-17 03:29:21
6816,a9,2013-07-16 20:12:48
6816,a3,2013-06-29 02:46:17
6816,a4,2013-07-14 14:00:44
6816,a3,2013-05-11 14:00:18
6816,a9,2013-06-24 23:21:49
6816,a4,2013-04-26 00:52:23
6816,a3,2013-05-02 16:56:17
6817,a4,2013-07-15 13:28:30
6817,a5,2013-06-16 22:20:27
6817,a1,2013-04-22 09:28:20
6817,a6,2013-06-27 14:04:22
6817,a9,2013-05-15 21:07:33
6817,a4,2013-07-09 04:17:02
6817,a3,2013-07-17 05:10:26
6817,a8,2013-07-10 16:48:38
6817,a8,2013-07-02 16:44:08
6817,a2,2013-07-01 13:54:40
6818,a5,2013-06-08 14:07:22
6818,a6,2013-07-14 20:03:00
6818,a5,2013-06-17 11:13:50
6818,a4,2013-05-14 15:44:27
6818,a8,2013-06-04 06:01:57
6818,a2,2013-06-05 07:20:56
6818,a1,2013-05-05 03:33:49
6818,a1,2013-05-28 17:42:50
6818,a8,2013-07-07 21:34:34
6818,a3,2013-05-16 11:41:39
6819,a1,2013-04-19 13:32:38
6819,a6,2013-07-13 17:29:49
6819,a9,2013-06-13 09:31:17
6819,a5,2013-06-24 15:54:40
6819,a4,2013-05-05 16:30:52
6819,a5,2013-04-17 17:04:35
6819,a5,2013-07-12 13:51:05
6819,a9,2013-06-10 03:38:15
6819,a1,2013-06-28 23:03:46
6819,a4,2013-05-15 06:46:25
6820,a3,2013-05-26 05:21:59
6820,a6,2013-07-13 11:32:32
6820,a9,2013-05-23 15:40:38
6820,a1,2013-05-18 02:57:48
6820,a7,2013-06-15 07:34:52
6820,a2,2013-05-14 06:32:59
6820,a7,2013-05-12 12:06:53
6820,a8,2013-06-25 13:35:03
6820,a2,2013-06-27 12:19:56
6820,a5,2013-06-10 01:29:53
6821,a7,2013-06-15 15:56:13
6821,a2,2013-07-11 22:12:40
6821,a7,2013-04-22 06:38:01
6821,a4,2013-06-07 18:22:37
6821,a8,2013-07-07 01:44:55
6821,a8,2013-07-02 10:35:27
6821,a4,2013-06-21 17:56:47
6821,a6,2013-06-15 01:34:23
6821,a3,2013-06-07 19:31:27
6821,a4,2013-06-07 14:00:58
6822,a3,2013-05-28 16:09:29
6822,a2,2013-05-28 19:34:11
6822,a5,2013-04-16 13:41:18
6822,a1,2013-05-08 21:35:03
6822,a1,2013-04-26 22:34:24
6822,a2,2013-06-25 08:31:54
6822,a1,2013-05-15 13:47:00
6822,a1,2013-05-02 13:54:07
6822,a1,2013-05-07 16:02:10
6822,a7,2013-05-23 17:08:31
6823,a4,2013-04-16 23:49:43
6823,a5,2013-04-30 18:51:25
6823,a5,2013-06-11 22:38:30
6823,a1,2013-04-27 22:03:24
6823,a5,2013-05-08 10:25:01
6823,a5,2013-07-02 11:11:48
6823,a5,2013-05-17 06:25:24
6823,a6,2013-06-08 07:58:12
6823,a5,2013-05-05 01:30:59
6823,a9,2013-06-11 23:08:03
6824,a4,2013-06-08 17:24:22
6824,a8,2013-05-29 23:25:08
6824,a1,2013-06-28 14:30:10
6824,a2,2013-06-26 11:25:18
6824,a1,2013-07-09 10:21:52
6824,a8,2013-06-05 14:17:37
6824,a5,2013-07-05 06:18:52
6824,a3,2013-07-14 04:23:45
6824,a2,2013-04-18 05:37:30
6824,a9,2013-05-06 22:37:10
6825,a1,2013-06-08 23:05:20
6825,a2,2013-04-20 06:00:31
6825,a1,2013-07-01 09:23:28
6825,a2,2013-06-08 00:54:45
6825,a2,2013-06-19 01:35:16
6825,a8,2013-07-03 22:09:21
6825,a5,2013-05-28 13:07:11
6825,a1,2013-04-29 22:30:51
6825,a1,2013-05-13 13:04:55
6825,a4,2013-06-04 16:16:51
6826,a9,2013-06-16 00:56:58
6826,a4,2013-05-11 09:53:26
6826,a6,2013-07-09 16:32:16
6826,a9,2013-06-15 13:24:06
6826,a9,2013-05-03 05:27:20
6826,a7,2013-06-15 08:10:26
6826,a5,2013-06-26 13:45:36
6826,a7,2013-06-18 15:58:59
6826,a1,2013-07-01 02:06:50
6826,a4,2013-06-03 05:06:18
6827,a6,2013-06-06 14:44:13
6827,a2,2013-06-21 13:37:05
6827,a7,2013-04-28 03:32:35
6827,a9,2013-05-20 14:53:17
6827,a2,2013-05-19 05:26:31
6827,a3,2013-06-01 17:24:14
6827,a2,2013-07-08 00:53:36
6827,a5,2013-06-24 00:06:46
6827,a2,2013-04-20 18:42:50
6827,a6,2013-06-20 15:29:26
6828,a4,2013-05-14 10:05:04
6828,a4,2013-05-19 19:34:08
6828,a1,2013-05-16 08:32:23
6828,a4,2013-07-04 05:13:47
6828,a8,2013-06-25 14:40:48
6828,a2,2013-06-21 22:01:53
6828,a9,2013-06-23 13:48:54
6828,a6,2013-04-26 01:52:52
6828,a8,2013-06-27 19:43:16
6828,a6,2013-06-25 05:58:02
6829,a4,2013-05-08 19:24:18
6829,a2,2013-05-08 15:14:46
6829,a8,2013-05-01 07:00:04
6829,a6,2013-06-22 04:15:24
6829,a3,2013-07-04 22:33:33
6829,a3,2013-04-19 06:32:51
6829,a2,2013-06-01 20:01:41
6829,a8,2013-05-16 13:59:06
6829,a3,2013-06-19 12:53:22
6829,a1,2013-06-16 21:15:33
6830,a1,2013-05-03 18:59:47
6830,a6,2013-07-15 18:15:22
6830,a5,2013-07-12 06:15:34
6830,a5,2013-04-25 22:41:25
6830,a5,2013-07-04 02:50:22
6830,a2,2013-06-24 03:13:39
6830,a9,2013-05-04 02:10:07
6830,a3,2013-05-14 22:07:13
6830,a2,2013-07-06 09:38:13
6830,a9,2013-06-29 08:03:36
6831,a5,2013-06-28 17:17:38
6831,a8,2013-05-26 00:22:28
6831,a1,2013-06-03 00:15:54
6831,a4,2013-05-29 14:09:15
6831,a6,2013-06-07 23:02:12
6831,a7,2013-05-27 15:04:26
6831,a2,2013-05-03 05:15:50
6831,a6,2013-05-21 12:33:17
6831,a4,2013-05-09 13:32:36
6831,a9,2013-05-23 18:13:57
6832,a1,2013-06-12 02:45:34
6832,a3,2013-06-03 21:07:06
6832,a3,2013-06-30 13:50:48
6832,a4,2013-06-01 15:15:11
6832,a1,2013-05-08 23:19:17
6832,a1,2013-06-30 20:19:40
6832,a5,2013-05-15 07:00:38
6832,a5,2013-07-15 01:00:44
6832,a4,2013-06-23 02:48:45
6832,a6,2013-07-06 13:32:33
6833,a6,2013-04-29 23:39:20
6833,a7,2013-05-18 00:22:06
6833,a1,2013-05-30 01:52:03
6833,a6,2013-04-28 01:49:13
6833,a9,2013-05-14 09:12:46
6833,a1,2013-04-22 12:42:40
6833,a6,2013-06-08 08:36:17
6833,a7,2013-04-23 05:55:48
6833,a2,2013-05-14 15:48:49
6833,a4,2013-07-02 14:53:34
6834,a5,2013-04-25 09:10:32
6834,a3,2013-07-13 06:34:58
6834,a1,2013-05-28 02:11:20
6834,a1,2013-04-22 20:27:04
6834,a5,2013-07-14 09:42:22
6834,a5,2013-05-31 18:33:57
6834,a1,2013-04-17 14:25:53
6834,a4,2013-05-24 23:56:15
6834,a8,2013-06-10 15:51:05
6834,a4,2013-04-18 14:46:51
6835,a9,2013-06-01 03:55:09
6835,a4,2013-05-11 06:59:38
6835,a3,2013-07-06 15:39:41
6835,a1,2013-07-09 02:52:35
6835,a4,2013-06-23 05:14:56
6835,a7,2013-05-09 04:29:55
6835,a4,2013-07-03 01:36:12
6835,a1,2013-06-30 11:06:49
6835,a2,2013-05-27 12:27:41
6835,a1,2013-05-12 00:04:25
6836,a5,2013-04-22 06:04:34
6836,a1,2013-05-22 23:10:19
6836,a8,2013-06-04 19:26:09
6836,a8,2013-06-04 03:37:26
6836,a3,2013-07-05 15:23:46
6836,a3,2013-07-14 08:29:31
6836,a6,2013-06-21 17:56:28
6836,a6,2013-05-02 19:39:47
6836,a3,2013-06-07 09:08:57
6836,a4,2013-06-25 15:33:32
6837,a8,2013-05-19 05:25:37
6837,a5,2013-06-16 22:48:01
6837,a6,2013-06-01 14:15:14
6837,a7,2013-07-11 03:24:56
6837,a4,2013-04-28 13:47:53
6837,a2,2013-06-17 22:06:28
6837,a5,2013-05-28 07:17:34
6837,a3,2013-05-18 07:45:26
6837,a6,2013-07-02 03:19:49
6837,a6,2013-06-25 16:45:42
6838,a8,2013-06-13 10:00:00
6838,a6,2013-05-21 04:26:35
6838,a1,2013-05-04 06:42:52
6838,a6,2013-07-12 14:10:37
6838,a8,2013-05-23 04:30:20
6838,a4,2013-05-24 14:16:31
6838,a4,2013-04-29 17:37:40
6838,a4,2013-06-12 00:25:35
6838,a5,2013-05-19 16:23:37
6838,a9,2013-06-13 10:17:22
6839,a9,2013-05-15 07:18:58
6839,a3,2013-06-18 17:57:39
6839,a6,2013-06-07 15:29:00
6839,a9,2013-07-08 13:03:14
6839,a3,2013-06-13 03:04:44
6839,a6,2013-04-22 08:06:25
6839,a4,2013-05-22 12:51:56
6839,a8,2013-07-06 10:34:29
6839,a9,2013-06-08 23:10:31
6839,a5,2013-04-18 06:08:08
6840,a8,2013-07-16 02:18:31
6840,a5,2013-04-27 18:20:38
6840,a9,2013-05-18 16:29:58
6840,a3,2013-06-24 00:20:14
6840,a1,2013-05-21 05:30:10
6840,a7,2013-05-11 13:30:34
6840,a1,2013-07-07 08:12:11
6840,a6,2013-05-15 09:30:26
6840,a3,2013-05-13 23:07:54
6840,a1,2013-05-21 00:55:48
6841,a7,2013-06-28 05:29:10
6841,a9,2013-07-03 23:42:26
6841,a4,2013-07-02 03:25:43
6841,a8,2013-05-15 15:23:00
6841,a1,2013-07-01 02:56:00
6841,a5,2013-05-16 21:42:11
6841,a3,2013-04-16 20:32:32
6841,a6,2013-06-29 13:44:23
6841,a6,2013-05-22 00:07:03
6841,a7,2013-04-18 02:39:53
6842,a2,2013-04-23 16:32:45
6842,a6,2013-06-30 19:32:58
6842,a4,2013-07-15 17:46:10
6842,a6,2013-06-04 07:38:37
6842,a2,2013-04-30 03:59:48
6842,a5,2013-06-12 19:41:45
6842,a9,2013-06-11 10:09:07
6842,a2,2013-04-22 04:15:10
6842,a1,2013-04-26 21:35:54
6842,a6,2013-07-12 08:08:44
6843,a4,2013-07-04 21:31:39
6843,a1,2013-05-08 05:46:01
6843,a7,2013-04-28 18:52:04
6843,a7,2013-04-21 23:23:25
6843,a8,2013-06-13 15:47:21
6843,a6,2013-06-25 07:36:31
6843,a5,2013-05-27 13:35:04
6843,a6,2013-06-12 23:20:58
6843,a5,2013-04-17 20:26:32
6843,a2,2013-06-08 00:47:37
6844,a4,2013-06-01 14:49:40
6844,a1,2013-05-13 05:27:03
6844,a3,2013-06-07 04:31:58
6844,a2,2013-04-17 18:46:10
6844,a9,2013-04-19 18:20:17
6844,a5,2013-07-06 00:54:35
6844,a4,2013-05-23 13:04:35
6844,a9,2013-06-21 19:15:58
6844,a8,2013-07-13 15:59:49
6844,a5,2013-07-10 15:04:14
6845,a5,2013-05-01 13:19:13
6845,a5,2013-07-09 14:35:00
6845,a4,2013-05-09 01:12:01
6845,a9,2013-07-14 14:08:37
6845,a7,2013-04-29 23:37:51
6845,a2,2013-07-17 08:41:19
6845,a7,2013-06-05 22:37:41
6845,a5,2013-04-26 00:47:20
6845,a5,2013-06-24 20:32:07
6845,a5,2013-06-15 18:18:27
6846,a6,2013-05-24 19:31:04
6846,a3,2013-06-20 05:07:56
6846,a8,2013-05-23 16:43:47
6846,a7,2013-05-19 15:27:10
6846,a4,2013-07-06 10:02:47
6846,a8,2013-06-13 22:12:22
6846,a8,2013-05-17 01:08:20
6846,a1,2013-05-03 08:04:43
6846,a8,2013-06-02 18:04:30
6846,a7,2013-07-03 23:52:09
6847,a4,2013-06-03 20:40:20
6847,a2,2013-05-26 12:31:00
6847,a5,2013-04-29 05:42:05
6847,a2,2013-07-13 00:38:28
6847,a1,2013-05-16 14:18:17
6847,a5,2013-07-06 06:50:53
6847,a4,2013-06-11 13:28:55
6847,a6,2013-06-21 11:03:53
6847,a1,2013-06-20 06:59:08
6847,a7,2013-06-19 04:45:04
6848,a5,2013-07-15 20:43:33
6848,a3,2013-05-30 15:07:08
6848,a3,2013-06-17 00:30:31
6848,a1,2013-06-19 03:39:49
6848,a9,2013-04-20 23:28:40
6848,a5,2013-05-20 04:12:11
6848,a3,2013-05-10 22:37:52
6848,a8,2013-05-25 23:48:10
6848,a2,2013-05-25 14:53:29
6848,a4,2013-06-25 03:22:48
6849,a5,2013-06-14 05:03:44
6849,a7,2013-04-30 00:32:41
6849,a8,2013-07-06 13:15:39
6849,a6,2013-05-24 18:26:04
6849,a2,2013-06-21 05:04:34
6849,a4,2013-07-04 22:30:41
6849,a1,2013-05-13 23:24:41
6849,a2,2013-04-24 12:39:08
6849,a5,2013-05-22 19:50:23
6849,a1,2013-05-22 21:55:45
6850,a9,2013-06-14 05:24:46
6850,a4,2013-05-17 16:57:25
6850,a5,2013-05-23 11:02:47
6850,a9,2013-06-11 01:29:19
6850,a9,2013-05-30 04:25:18
6850,a7,2013-07-06 22:19:39
6850,a3,2013-04-23 04:58:11
6850,a3,2013-06-20 19:26:10
6850,a4,2013-04-25 17:05:21
6850,a1,2013-04-21 18:06:55
6851,a4,2013-05-01 06:56:18
6851,a9,2013-07-04 23:39:50
6851,a3,2013-05-29 23:23:33
6851,a7,2013-06-25 07:42:21
6851,a2,2013-05-09 07:15:48
6851,a9,2013-06-20 08:51:47
6851,a6,2013-05-16 04:39:44
6851,a4,2013-06-20 15:28:17
6851,a7,2013-05-02 22:36:30
6851,a8,2013-05-16 11:37:02
6852,a5,2013-06-25 08:00:35
6852,a9,2013-07-13 01:42:00
6852,a3,2013-06-13 14:19:10
6852,a9,2013-07-15 21:41:24
6852,a3,2013-04-23 07:35:14
6852,a1,2013-05-28 09:01:51
6852,a6,2013-06-23 08:20:56
6852,a9,2013-07-16 10:10:38
6852,a2,2013-06-10 02:21:27
6852,a8,2013-04-16 23:07:17
6853,a3,2013-05-21 00:46:46
6853,a5,2013-07-03 03:09:12
6853,a1,2013-06-16 07:22:21
6853,a1,2013-07-10 14:04:34
6853,a3,2013-06-10 11:49:59
6853,a8,2013-04-25 14:56:54
6853,a8,2013-06-25 17:42:13
6853,a5,2013-05-10 08:26:07
6853,a9,2013-06-21 06:00:45
6853,a1,2013-05-25 01:35:04
6854,a8,2013-05-01 15:01:42
6854,a5,2013-06-24 18:23:29
6854,a2,2013-06-23 14:14:19
6854,a1,2013-04-21 17:42:25
6854,a9,2013-06-25 19:31:37
6854,a3,2013-06-15 21:09:45
6854,a3,2013-05-19 09:02:14
6854,a2,2013-05-06 13:26:44
6854,a1,2013-05-11 20:01:37
6854,a7,2013-06-09 15:07:04
6855,a3,2013-04-27 01:49:17
6855,a6,2013-05-28 16:10:13
6855,a3,2013-05-25 02:39:03
6855,a1,2013-06-11 21:00:13
6855,a5,2013-06-25 13:40:38
6855,a7,2013-05-15 05:59:22
6855,a1,2013-05-27 18:44:04
6855,a9,2013-04-27 18:02:51
6855,a2,2013-04-16 11:34:07
6855,a1,2013-04-18 21:11:20
6856,a5,2013-07-12 01:13:44
6856,a6,2013-06-04 17:41:06
6856,a3,2013-07-13 19:14:21
6856,a5,2013-04-30 02:18:22
6856,a3,2013-05-15 17:33:23
6856,a1,2013-06-26 21:58:35
6856,a9,2013-06-22 06:08:10
6856,a1,2013-05-30 02:47:13
6856,a4,2013-06-29 01:29:35
6856,a3,2013-06-06 15:32:04
6857,a9,2013-04-22 02:05:41
6857,a4,2013-05-08 09:03:31
6857,a2,2013-07-09 12:33:35
6857,a1,2013-06-21 05:05:04
6857,a5,2013-04-20 05:05:16
6857,a7,2013-05-23 19:34:09
6857,a7,2013-05-08 02:46:11
6857,a2,2013-06-20 14:01:05
6857,a7,2013-06-19 00:12:16
6857,a5,2013-06-07 20:55:46
6858,a8,2013-06-16 18:32:54
6858,a1,2013-05-15 08:09:27
6858,a8,2013-05-14 07:15:08
6858,a6,2013-06-29 12:41:23
6858,a7,2013-06-18 05:05:28
6858,a9,2013-07-16 07:35:44
6858,a9,2013-07-02 17:28:38
6858,a3,2013-04-16 20:34:22
6858,a3,2013-06-26 02:08:22
6858,a9,2013-06-04 03:11:47
6859,a3,2013-05-21 05:29:46
6859,a2,2013-04-16 21:20:09
6859,a4,2013-07-01 14:32:14
6859,a8,2013-07-02 22:52:48
6859,a5,2013-05-17 02:54:52
6859,a9,2013-07-06 03:17:43
6859,a1,2013-04-21 17:22:01
6859,a8,2013-06-15 08:29:13
6859,a7,2013-07-02 04:46:10
6859,a4,2013-06-21 05:13:13
6860,a8,2013-04-16 19:04:31
6860,a1,2013-07-05 12:54:28
6860,a8,2013-06-11 10:23:10
6860,a8,2013-07-04 23:56:05
6860,a4,2013-06-26 20:34:07
6860,a3,2013-06-28 12:14:04
6860,a7,2013-06-08 04:25:58
6860,a9,2013-06-29 08:13:44
6860,a7,2013-05-07 11:08:27
6860,a1,2013-05-06 22:15:29
6861,a8,2013-07-02 18:42:45
6861,a4,2013-05-01 14:08:25
6861,a8,2013-06-09 02:22:20
6861,a6,2013-05-14 07:17:18
6861,a7,2013-07-10 18:39:19
6861,a6,2013-06-15 15:44:40
6861,a1,2013-07-09 04:10:19
6861,a7,2013-07-10 03:11:08
6861,a6,2013-06-03 19:33:09
6861,a4,2013-07-09 10:11:47
6862,a6,2013-05-10 18:56:33
6862,a2,2013-04-26 14:03:30
6862,a8,2013-04-21 12:40:24
6862,a2,2013-07-03 04:28:01
6862,a6,2013-07-11 12:19:24
6862,a3,2013-04-26 11:45:13
6862,a8,2013-05-21 07:31:34
6862,a5,2013-05-07 13:47:54
6862,a8,2013-06-23 03:57:27
6862,a6,2013-06-25 11:06:03
6863,a3,2013-07-13 09:29:12
6863,a3,2013-06-13 01:38:48
6863,a5,2013-05-05 10:50:22
6863,a6,2013-07-12 12:45:48
6863,a6,2013-07-13 14:15:30
6863,a9,2013-07-02 15:21:42
6863,a4,2013-07-04 18:00:39
6863,a1,2013-06-23 00:47:12
6863,a4,2013-05-03 22:55:13
6863,a6,2013-05-21 12:22:38
6864,a5,2013-04-18 00:04:28
6864,a4,2013-04-19 12:52:25
6864,a3,2013-07-01 04:57:50
6864,a4,2013-07-12 07:07:16
6864,a5,2013-06-03 22:50:56
6864,a6,2013-07-15 16:01:58
6864,a2,2013-05-19 10:10:07
6864,a3,2013-06-25 13:36:00
6864,a5,2013-05-27 14:53:54
6864,a2,2013-07-15 15:49:08
6865,a5,2013-05-16 06:22:45
6865,a5,2013-05-13 18:29:53
6865,a1,2013-05-20 17:16:54
